voter_count,precinct_code,political_party,precinct_description,election_date,election
30,3105,REPUBLICAN,PHILA WD 31 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3106,GREEN,PHILA WD 31 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3106,LIBERTARIAN,PHILA WD 31 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
78,3106,DEMOCRATIC,PHILA WD 31 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3106,NO AFFILIATION,PHILA WD 31 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
18,3106,REPUBLICAN,PHILA WD 31 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3107,INDEPENDENT,PHILA WD 31 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
27,3107,REPUBLICAN,PHILA WD 31 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
172,3107,DEMOCRATIC,PHILA WD 31 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3107,LIBERTARIAN,PHILA WD 31 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3107,NO AFFILIATION,PHILA WD 31 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3108,SOCIALIST,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
80,3108,DEMOCRATIC,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3108,INDEPENDENT,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3108,NO PARTY,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3108,NO AFFILIATION,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,3108,REPUBLICAN,PHILA WD 31 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
74,3109,DEMOCRATIC,PHILA WD 31 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3109,NO AFFILIATION,PHILA WD 31 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3109,LIBERAL,PHILA WD 31 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3109,REPUBLICAN,PHILA WD 31 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3109,NO PARTY,PHILA WD 31 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3110,REPUBLICAN,PHILA WD 31 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
49,3110,DEMOCRATIC,PHILA WD 31 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3110,NO AFFILIATION,PHILA WD 31 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3110,LIBERTARIAN,PHILA WD 31 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
110,3111,DEMOCRATIC,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3111,GREEN,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3111,NONE,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
20,3111,REPUBLICAN,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3111,NON-PARTISAN,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,3111,NO AFFILIATION,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3111,NO PARTY,PHILA WD 31 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
77,3112,DEMOCRATIC,PHILA WD 31 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,3112,REPUBLICAN,PHILA WD 31 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3112,NO AFFILIATION,PHILA WD 31 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
139,3113,DEMOCRATIC,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3113,LIBERTARIAN,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3113,NONE,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3113,NON-PARTISAN,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3113,SOCIALIST,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
17,3113,REPUBLICAN,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,3113,NO AFFILIATION,PHILA WD 31 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
111,3114,DEMOCRATIC,PHILA WD 31 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
23,3114,REPUBLICAN,PHILA WD 31 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,3114,NO AFFILIATION,PHILA WD 31 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
106,3115,DEMOCRATIC,PHILA WD 31 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3115,NO AFFILIATION,PHILA WD 31 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3115,INDEPENDENT,PHILA WD 31 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
31,3115,REPUBLICAN,PHILA WD 31 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
154,3116,DEMOCRATIC,PHILA WD 31 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3116,INDEPENDENT,PHILA WD 31 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
33,3116,REPUBLICAN,PHILA WD 31 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3116,NO AFFILIATION,PHILA WD 31 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
98,3117,DEMOCRATIC,PHILA WD 31 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3117,NO AFFILIATION,PHILA WD 31 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
19,3117,REPUBLICAN,PHILA WD 31 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3117,NO PARTY,PHILA WD 31 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
90,3118,DEMOCRATIC,PHILA WD 31 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3118,GREEN,PHILA WD 31 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3118,NO AFFILIATION,PHILA WD 31 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
22,3118,REPUBLICAN,PHILA WD 31 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,3119,DEMOCRATIC,PHILA WD 31 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
24,3119,REPUBLICAN,PHILA WD 31 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3119,NO AFFILIATION,PHILA WD 31 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3119,NO PARTY,PHILA WD 31 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
68,3201,DEMOCRATIC,PHILA WD 32 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
91,3202,DEMOCRATIC,PHILA WD 32 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3202,REPUBLICAN,PHILA WD 32 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3202,NO AFFILIATION,PHILA WD 32 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,3203,DEMOCRATIC,PHILA WD 32 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3203,NO AFFILIATION,PHILA WD 32 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3203,REPUBLICAN,PHILA WD 32 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3204,NO AFFILIATION,PHILA WD 32 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
104,3204,DEMOCRATIC,PHILA WD 32 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3204,REPUBLICAN,PHILA WD 32 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3204,INDEPENDENT,PHILA WD 32 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
21,3205,DEMOCRATIC,PHILA WD 32 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3205,REPUBLICAN,PHILA WD 32 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3206,REPUBLICAN,PHILA WD 32 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3206,NO AFFILIATION,PHILA WD 32 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
68,3206,DEMOCRATIC,PHILA WD 32 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3207,REPUBLICAN,PHILA WD 32 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
60,3207,DEMOCRATIC,PHILA WD 32 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3208,NO AFFILIATION,PHILA WD 32 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
41,3208,DEMOCRATIC,PHILA WD 32 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3208,REPUBLICAN,PHILA WD 32 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3209,REPUBLICAN,PHILA WD 32 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
93,3209,DEMOCRATIC,PHILA WD 32 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3210,NO PARTY,PHILA WD 32 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
143,3210,DEMOCRATIC,PHILA WD 32 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3210,NO AFFILIATION,PHILA WD 32 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3210,REPUBLICAN,PHILA WD 32 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3211,INDEPENDENT,PHILA WD 32 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3211,OTHER,PHILA WD 32 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
94,3211,DEMOCRATIC,PHILA WD 32 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3211,REPUBLICAN,PHILA WD 32 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
84,3212,DEMOCRATIC,PHILA WD 32 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3212,REPUBLICAN,PHILA WD 32 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3212,NO AFFILIATION,PHILA WD 32 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3213,INDEPENDENT,PHILA WD 32 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3213,REPUBLICAN,PHILA WD 32 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
74,3213,DEMOCRATIC,PHILA WD 32 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3213,GREEN,PHILA WD 32 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3214,REPUBLICAN,PHILA WD 32 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3214,NO AFFILIATION,PHILA WD 32 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
51,3214,DEMOCRATIC,PHILA WD 32 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3214,LIBERTARIAN,PHILA WD 32 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3215,REPUBLICAN,PHILA WD 32 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3215,NO PARTY,PHILA WD 32 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
112,3215,DEMOCRATIC,PHILA WD 32 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,3216,DEMOCRATIC,PHILA WD 32 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3216,REPUBLICAN,PHILA WD 32 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3216,NO AFFILIATION,PHILA WD 32 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
93,3217,DEMOCRATIC,PHILA WD 32 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3217,NO AFFILIATION,PHILA WD 32 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3217,INDEPENDENT,PHILA WD 32 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3217,REPUBLICAN,PHILA WD 32 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
108,3218,DEMOCRATIC,PHILA WD 32 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,3218,REPUBLICAN,PHILA WD 32 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3219,NON-PARTISAN,PHILA WD 32 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3219,INDEPENDENT,PHILA WD 32 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3219,REPUBLICAN,PHILA WD 32 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3219,NO PARTY,PHILA WD 32 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
144,3219,DEMOCRATIC,PHILA WD 32 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3220,NO AFFILIATION,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3220,INDEPENDENT,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
109,3220,DEMOCRATIC,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3220,LIBERTARIAN,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3220,NO PARTY,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3220,REPUBLICAN,PHILA WD 32 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3221,NO AFFILIATION,PHILA WD 32 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
148,3221,DEMOCRATIC,PHILA WD 32 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3221,INDEPENDENT,PHILA WD 32 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3221,REPUBLICAN,PHILA WD 32 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3221,LIBERTARIAN,PHILA WD 32 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3222,REPUBLICAN,PHILA WD 32 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3222,NO PARTY,PHILA WD 32 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
104,3222,DEMOCRATIC,PHILA WD 32 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3223,NO AFFILIATION,PHILA WD 32 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
122,3223,DEMOCRATIC,PHILA WD 32 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3223,UNKNOWN,PHILA WD 32 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3224,NO AFFILIATION,PHILA WD 32 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,3224,DEMOCRATIC,PHILA WD 32 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3224,REPUBLICAN,PHILA WD 32 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3225,NO AFFILIATION,PHILA WD 32 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3225,UNKNOWN,PHILA WD 32 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
129,3225,DEMOCRATIC,PHILA WD 32 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
104,3226,DEMOCRATIC,PHILA WD 32 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3226,REPUBLICAN,PHILA WD 32 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3226,NO AFFILIATION,PHILA WD 32 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3226,INDEPENDENT,PHILA WD 32 DIV 26,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
64,3227,DEMOCRATIC,PHILA WD 32 DIV 27,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3227,NO AFFILIATION,PHILA WD 32 DIV 27,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3228,REPUBLICAN,PHILA WD 32 DIV 28,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3228,NO AFFILIATION,PHILA WD 32 DIV 28,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
203,3228,DEMOCRATIC,PHILA WD 32 DIV 28,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3228,LIBERTARIAN,PHILA WD 32 DIV 28,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3229,REPUBLICAN,PHILA WD 32 DIV 29,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
89,3229,DEMOCRATIC,PHILA WD 32 DIV 29,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3229,CONSTITUTIONAL,PHILA WD 32 DIV 29,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3229,NO AFFILIATION,PHILA WD 32 DIV 29,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
142,3230,DEMOCRATIC,PHILA WD 32 DIV 30,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3230,REPUBLICAN,PHILA WD 32 DIV 30,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3230,NO AFFILIATION,PHILA WD 32 DIV 30,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,3231,REPUBLICAN,PHILA WD 32 DIV 31,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3231,NO AFFILIATION,PHILA WD 32 DIV 31,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
147,3231,DEMOCRATIC,PHILA WD 32 DIV 31,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
92,3301,DEMOCRATIC,PHILA WD 33 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3301,NO AFFILIATION,PHILA WD 33 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
15,3301,REPUBLICAN,PHILA WD 33 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,3302,REPUBLICAN,PHILA WD 33 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
93,3302,DEMOCRATIC,PHILA WD 33 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3302,NO AFFILIATION,PHILA WD 33 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
12,3303,REPUBLICAN,PHILA WD 33 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3303,NO PARTY,PHILA WD 33 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3303,NO AFFILIATION,PHILA WD 33 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
91,3303,DEMOCRATIC,PHILA WD 33 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3303,LIBERTARIAN,PHILA WD 33 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3304,REPUBLICAN,PHILA WD 33 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3304,NO AFFILIATION,PHILA WD 33 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
75,3304,DEMOCRATIC,PHILA WD 33 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3305,GREEN,PHILA WD 33 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
113,3305,DEMOCRATIC,PHILA WD 33 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3305,NO AFFILIATION,PHILA WD 33 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3305,REPUBLICAN,PHILA WD 33 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3306,NO AFFILIATION,PHILA WD 33 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
81,3306,DEMOCRATIC,PHILA WD 33 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,3306,REPUBLICAN,PHILA WD 33 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3307,NO AFFILIATION,PHILA WD 33 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
98,3307,DEMOCRATIC,PHILA WD 33 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3307,REPUBLICAN,PHILA WD 33 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3308,NO AFFILIATION,PHILA WD 33 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
66,3308,DEMOCRATIC,PHILA WD 33 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3308,REPUBLICAN,PHILA WD 33 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3309,NO AFFILIATION,PHILA WD 33 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
80,3309,DEMOCRATIC,PHILA WD 33 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3309,LIBERTARIAN,PHILA WD 33 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3309,REPUBLICAN,PHILA WD 33 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3309,NO PARTY,PHILA WD 33 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3310,NO AFFILIATION,PHILA WD 33 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
78,3310,DEMOCRATIC,PHILA WD 33 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,3310,REPUBLICAN,PHILA WD 33 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3311,NO AFFILIATION,PHILA WD 33 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
109,3311,DEMOCRATIC,PHILA WD 33 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,3311,REPUBLICAN,PHILA WD 33 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
13,3312,REPUBLICAN,PHILA WD 33 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
120,3312,DEMOCRATIC,PHILA WD 33 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3312,NO AFFILIATION,PHILA WD 33 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3312,OTHER,PHILA WD 33 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3313,NO AFFILIATION,PHILA WD 33 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,3313,REPUBLICAN,PHILA WD 33 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
92,3313,DEMOCRATIC,PHILA WD 33 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3313,UNKNOWN,PHILA WD 33 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
79,3314,DEMOCRATIC,PHILA WD 33 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3314,NO AFFILIATION,PHILA WD 33 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3314,REPUBLICAN,PHILA WD 33 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
75,3315,DEMOCRATIC,PHILA WD 33 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,3315,REPUBLICAN,PHILA WD 33 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,3315,NO AFFILIATION,PHILA WD 33 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
