election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 27,3927,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 28,3928,DEMOCRATIC,146
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 28,3928,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 28,3928,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 29,3929,DEMOCRATIC,92
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 29,3929,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 29,3929,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 29,3929,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 30,3930,DEMOCRATIC,178
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 30,3930,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 30,3930,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 30,3930,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,DEMOCRATIC,84
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 31,3931,REPUBLICAN,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 32,3932,DEMOCRATIC,85
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 32,3932,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 32,3932,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 33,3933,DEMOCRATIC,94
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 33,3933,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 33,3933,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 33,3933,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 34,3934,DEMOCRATIC,87
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 34,3934,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 34,3934,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 34,3934,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 35,3935,DEMOCRATIC,147
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 35,3935,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 35,3935,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 35,3935,SOCIALIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 36,3936,DEMOCRATIC,100
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 36,3936,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 36,3936,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 36,3936,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 37,3937,DEMOCRATIC,159
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 37,3937,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 37,3937,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 38,3938,DEMOCRATIC,150
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 38,3938,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 38,3938,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 39,3939,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 39,3939,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 39,3939,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 40,3940,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 40,3940,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 40,3940,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 41,3941,DEMOCRATIC,89
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 41,3941,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 41,3941,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 42,3942,DEMOCRATIC,114
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 42,3942,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 42,3942,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 43,3943,DEMOCRATIC,116
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 43,3943,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 43,3943,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 43,3943,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 43,3943,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 44,3944,DEMOCRATIC,88
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 44,3944,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 44,3944,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 44,3944,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 45,3945,DEMOCRATIC,260
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 45,3945,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 45,3945,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 45,3945,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 46,3946,DEMOCRATIC,256
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 46,3946,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 46,3946,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 46,3946,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 39 DIV 46,3946,REPUBLICAN,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 01,4001,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 01,4001,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 01,4001,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 01,4001,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 02,4002,DEMOCRATIC,71
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 02,4002,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 02,4002,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 03,4003,DEMOCRATIC,142
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 03,4003,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 03,4003,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 03,4003,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 03,4003,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 04,4004,DEMOCRATIC,92
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 04,4004,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 05,4005,DEMOCRATIC,144
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 05,4005,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 05,4005,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 06,4006,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 06,4006,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 06,4006,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 07,4007,DEMOCRATIC,100
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 07,4007,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 07,4007,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 07,4007,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 08,4008,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 08,4008,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 08,4008,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,DEMOCRATIC,89
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 09,4009,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 10,4010,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 10,4010,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 10,4010,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 11,4011,DEMOCRATIC,69
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 11,4011,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 11,4011,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 11,4011,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 12,4012,DEMOCRATIC,44
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 12,4012,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 12,4012,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 13,4013,DEMOCRATIC,74
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 13,4013,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 14,4014,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 14,4014,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 14,4014,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 15,4015,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 16,4016,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 16,4016,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 16,4016,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 17,4017,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 17,4017,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 17,4017,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 18,4018,DEMOCRATIC,44
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 18,4018,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 18,4018,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 19,4019,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 19,4019,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 20,4020,DEMOCRATIC,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 20,4020,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 21,4021,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 21,4021,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 21,4021,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 22,4022,DEMOCRATIC,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 22,4022,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 23,4023,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 23,4023,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 23,4023,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 24,4024,DEMOCRATIC,74
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 24,4024,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 24,4024,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 24,4024,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 25,4025,DEMOCRATIC,79
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 25,4025,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 25,4025,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 25,4025,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 26,4026,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 26,4026,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 27,4027,DEMOCRATIC,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 27,4027,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 27,4027,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 28,4028,DEMOCRATIC,95
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 28,4028,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 28,4028,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 28,4028,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 28,4028,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 29,4029,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 30,4030,DEMOCRATIC,70
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 30,4030,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 30,4030,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 31,4031,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 32,4032,CONSTITUTION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 32,4032,DEMOCRATIC,97
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 32,4032,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 32,4032,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 33,4033,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 33,4033,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 33,4033,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 34,4034,DEMOCRATIC,80
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 34,4034,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 35,4035,DEMOCRATIC,71
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 35,4035,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 35,4035,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 35,4035,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 35,4035,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 36,4036,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 36,4036,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 36,4036,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 36,4036,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 37,4037,DEMOCRATIC,129
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 37,4037,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 37,4037,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 38,4038,DEMOCRATIC,186
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 38,4038,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 38,4038,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 39,4039,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 39,4039,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 39,4039,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 40,4040,DEMOCRATIC,213
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 40,4040,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 40,4040,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 41,4041,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 41,4041,DEMOCRATIC,74
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 41,4041,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 41,4041,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 42,4042,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 42,4042,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 42,4042,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 43,4043,DEMOCRATIC,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 43,4043,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 44,4044,DEMOCRATIC,142
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 44,4044,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 45,4045,DEMOCRATIC,157
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 45,4045,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 45,4045,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 46,4046,DEMOCRATIC,143
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 46,4046,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 46,4046,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 47,4047,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 47,4047,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 48,4048,DEMOCRATIC,110
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 48,4048,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 48,4048,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 49,4049,DEMOCRATIC,141
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 49,4049,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 49,4049,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 49,4049,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 49,4049,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 50,4050,DEMOCRATIC,138
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 50,4050,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 50,4050,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 50,4050,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 51,4051,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 51,4051,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 40 DIV 51,4051,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 01,4101,DEMOCRATIC,37
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 01,4101,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 01,4101,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 02,4102,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 02,4102,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 02,4102,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 03,4103,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 03,4103,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 04,4104,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 04,4104,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 05,4105,DEMOCRATIC,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 05,4105,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 06,4106,DEMOCRATIC,37
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 06,4106,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 07,4107,DEMOCRATIC,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 07,4107,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 08,4108,DEMOCRATIC,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 08,4108,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 09,4109,DEMOCRATIC,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 09,4109,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 09,4109,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 10,4110,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 10,4110,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 10,4110,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 11,4111,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 11,4111,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 11,4111,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 11,4111,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 12,4112,DEMOCRATIC,37
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 12,4112,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 13,4113,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 13,4113,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 13,4113,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 14,4114,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 14,4114,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 15,4115,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 15,4115,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 15,4115,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 16,4116,DEMOCRATIC,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 16,4116,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 17,4117,DEMOCRATIC,49
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 41 DIV 17,4117,NO AFFILIATION,1
