election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 35,5635,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 36,5636,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 36,5636,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 36,5636,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 37,5637,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 37,5637,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 38,5638,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 38,5638,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 38,5638,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 39,5639,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 39,5639,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 39,5639,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 40,5640,DEMOCRATIC,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 40,5640,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 40,5640,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 41,5641,DEMOCRATIC,79
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 41,5641,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 41,5641,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 41,5641,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 56 DIV 41,5641,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 01,5701,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 01,5701,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 01,5701,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 01,5701,REPUBLICAN,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 02,5702,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 02,5702,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 02,5702,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 02,5702,REPUBLICAN,35
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 03,5703,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 03,5703,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 03,5703,REPUBLICAN,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 04,5704,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 04,5704,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 04,5704,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 05,5705,DEMOCRATIC,43
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 05,5705,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 05,5705,REPUBLICAN,18
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 06,5706,DEMOCRATIC,98
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 06,5706,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 06,5706,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 07,5707,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 07,5707,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 07,5707,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 08,5708,DEMOCRATIC,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 08,5708,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 09,5709,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 09,5709,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 09,5709,REPUBLICAN,18
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 10,5710,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 10,5710,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 10,5710,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 10,5710,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 11,5711,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 11,5711,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 11,5711,REPUBLICAN,32
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 12,5712,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 12,5712,REPUBLICAN,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 13,5713,DEMOCRATIC,65
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 13,5713,LIBERTARIAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 13,5713,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 13,5713,REPUBLICAN,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 14,5714,DEMOCRATIC,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 14,5714,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 14,5714,REPUBLICAN,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 15,5715,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 15,5715,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 16,5716,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 16,5716,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 16,5716,REPUBLICAN,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 17,5717,DEMOCRATIC,87
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 17,5717,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 17,5717,REPUBLICAN,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 18,5718,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 18,5718,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 18,5718,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 18,5718,REPUBLICAN,57
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 19,5719,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 19,5719,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 20,5720,DEMOCRATIC,42
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 20,5720,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 20,5720,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 21,5721,DEMOCRATIC,87
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 21,5721,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 21,5721,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 22,5722,DEMOCRATIC,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 22,5722,REPUBLICAN,33
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 23,5723,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 23,5723,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 23,5723,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 24,5724,DEMOCRATIC,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 24,5724,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 24,5724,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 25,5725,DEMOCRATIC,40
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 25,5725,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 25,5725,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 26,5726,DEMOCRATIC,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 26,5726,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 26,5726,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 26,5726,REPUBLICAN,15
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 27,5727,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 27,5727,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 28,5728,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 28,5728,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 28,5728,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 57 DIV 28,5728,REPUBLICAN,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 01,5801,DEMOCRATIC,48
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 01,5801,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 01,5801,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 02,5802,DEMOCRATIC,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 02,5802,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 02,5802,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 03,5803,REPUBLICAN,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 04,5804,DEMOCRATIC,96
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 04,5804,REPUBLICAN,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 05,5805,DEMOCRATIC,86
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 05,5805,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 05,5805,REPUBLICAN,32
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 06,5806,DEMOCRATIC,65
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 06,5806,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 06,5806,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 07,5807,DEMOCRATIC,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 07,5807,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 07,5807,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 07,5807,OTHER,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 07,5807,REPUBLICAN,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 08,5808,DEMOCRATIC,60
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 08,5808,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 08,5808,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 08,5808,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 08,5808,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 09,5809,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 09,5809,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 09,5809,REPUBLICAN,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 10,5810,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 10,5810,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 10,5810,REPUBLICAN,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 11,5811,DEMOCRATIC,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 11,5811,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 11,5811,REPUBLICAN,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 12,5812,DEMOCRATIC,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 12,5812,REPUBLICAN,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 13,5813,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 13,5813,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 13,5813,REPUBLICAN,35
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 14,5814,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 14,5814,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 14,5814,REPUBLICAN,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 15,5815,DEMOCRATIC,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 15,5815,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 15,5815,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 16,5816,DEMOCRATIC,93
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 16,5816,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 16,5816,REPUBLICAN,45
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 17,5817,DEMOCRATIC,87
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 17,5817,REPUBLICAN,31
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 18,5818,DEMOCRATIC,34
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 18,5818,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 19,5819,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 19,5819,DEMOCRATIC,100
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 19,5819,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 19,5819,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 19,5819,REPUBLICAN,52
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 20,5820,DEMOCRATIC,81
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 20,5820,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 20,5820,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 20,5820,REPUBLICAN,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 21,5821,DEMOCRATIC,66
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 21,5821,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 21,5821,REPUBLICAN,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 22,5822,DEMOCRATIC,54
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 22,5822,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 22,5822,REPUBLICAN,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 23,5823,DEMOCRATIC,66
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 23,5823,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 23,5823,REPUBLICAN,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 24,5824,DEMOCRATIC,148
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 24,5824,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 24,5824,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 24,5824,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 24,5824,REPUBLICAN,77
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 25,5825,DEMOCRATIC,83
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 25,5825,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 25,5825,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 25,5825,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 26,5826,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 26,5826,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 26,5826,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 26,5826,REPUBLICAN,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 27,5827,DEMOCRATIC,41
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 27,5827,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 27,5827,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 27,5827,REPUBLICAN,26
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 28,5828,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 28,5828,REPUBLICAN,32
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 29,5829,DEMOCRATIC,108
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 29,5829,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 29,5829,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 29,5829,REPUBLICAN,58
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 29,5829,UNAFFILIATED,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 30,5830,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 30,5830,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 30,5830,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 31,5831,DEMOCRATIC,59
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 31,5831,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 31,5831,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 32,5832,DEMOCRATIC,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 32,5832,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 32,5832,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 33,5833,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 33,5833,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 33,5833,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 33,5833,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 34,5834,DEMOCRATIC,96
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 34,5834,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,DEMOCRATIC,110
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 35,5835,REPUBLICAN,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 36,5836,DEMOCRATIC,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 36,5836,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 37,5837,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 37,5837,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 38,5838,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 38,5838,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 38,5838,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 39,5839,DEMOCRATIC,87
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 39,5839,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 39,5839,OTHER,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 39,5839,REPUBLICAN,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 40,5840,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 40,5840,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 40,5840,REPUBLICAN,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 41,5841,DEMOCRATIC,142
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 41,5841,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 41,5841,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 41,5841,REPUBLICAN,90
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 42,5842,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 42,5842,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 43,5843,DEMOCRATIC,46
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 43,5843,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 44,5844,DEMOCRATIC,118
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 44,5844,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 44,5844,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 58 DIV 44,5844,REPUBLICAN,16
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 01,5901,DEMOCRATIC,83
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 01,5901,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,DEMOCRATIC,102
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 02,5902,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 03,5903,DEMOCRATIC,66
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 03,5903,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 03,5903,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 03,5903,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 03,5903,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 04,5904,DEMOCRATIC,214
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 04,5904,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 04,5904,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 04,5904,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 05,5905,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 05,5905,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 59 DIV 05,5905,INDEPENDENT,1
